time,busId,eventType,value1,value2,detail
20.000,999,ddos_detect,7248460.800,0.166,"intervalRate=7.24846e+06bps loss=0.166043 maxDelay=1.57482s"
150.015,0,gps_spoof_detect,10958.878,6652.837,"speed=10958.9m/s jump=6652.84m corridor=1 srcIP=1"
