time,busId,eventType,value1,value2,detail
105.000,999,ddos_detect,35706950.400,0.000,"intervalRate=3.5707e+07bps loss=0 maxDelay=0.033553s"
150.015,0,gps_spoof_detect,6726.337,6652.837,"speed=6726.34m/s jump=6652.84m corridor=1 srcIP=1"
