time,busId,eventType,value1,value2,detail
20.000,999,ddos_detect,7295788.800,0.166,"intervalRate=7.29579e+06bps loss=0.165574 maxDelay=3.26136s"
150.015,0,gps_spoof_detect,10542.107,6652.837,"speed=10542.1m/s jump=6652.84m corridor=1 srcIP=1"
