time,busId,eventType,value1,value2,detail
15.000,999,ddos_detect,0.000,0.151,"avgRate=0bps loss=0.150838 maxDelay=0s"
100.016,0,gps_spoof_detect,0.000,0.000,"speed=0m/s jump=0m corridor=1 srcIP=0"
